dialog_id,CooperativityRate,Turn Exchange,Formal System Query,NL System Query,Formal User Response,User Response,NL_Student,Correctness Rate,Naturalness Rate,Evaluator,Comments,Board
565,60,0,Start(),"Hello, can you show me how the Quarto works?",Start,"Sure, shall we start now?",Yiyan,5,5,Tianyi,,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
565,60,1,RequestNewWinCondition(),"Thank you. Firstly, could you show me a win condition?",Inform,Assume you demonstrate this win condition,Yiyan,5,5,Tianyi,,0-0-0-0-0-0-0-0-0-0-0-0-1-4-12-9
565,60,2,"Same, Confirm(User_ID=1, AddPiece(3,1))","For the win board you just demostrated, is it possible that I get a new win by adding a piece onthe second position of the last row?",Affirm(),"Yes, as long as the original four pieces remain the same.",Yiyan,5,5,Tianyi,,0-0-0-0-0-0-0-0-0-0-0-0-1-4-12-9
565,60,3,"Same, Confirm(User_ID=1, Color)","For the same board,  is it a win because of the color of the pieces?",Negate(),"No, it is a win because all the pieces have the same shape.",Yiyan,5,5,Tianyi,,0-0-0-0-0-0-0-0-0-0-0-0-1-4-12-9
565,60,4,RequestNewWinCondition(),Could you please show me one more win case?,Inform,Assume you demonstrate this win condition,Yiyan,5,5,Tianyi,,12-0-0-0-0-10-0-0-0-0-3-0-0-0-0-9
565,60,5,"Same, Confirm(User_ID=1, RemovePiece(0,3))","For the win case you just showed, can I get another win by removing the piece on the last column?",NotSure(),"I guess not, but I am not sure.",Yiyan,5,5,Tianyi,,12-0-0-0-0-10-0-0-0-0-3-0-0-0-0-9
565,60,6,"Same, Confirm(User_ID=1, Color)","Still for this board, do the colors of the pieces affect the win condition?",Negate(),"No, the colors do not matter.",Yiyan,5,5,Tianyi,,12-0-0-0-0-10-0-0-0-0-3-0-0-0-0-9
565,60,7,"Same, Confirm(User_ID=1, RemovePiece(0,3))","Still for this board, can I get another win by removing the pieces on the last column?",Negate(),"No, you must have at least four pieces to win the game.",Yiyan,5,5,Tianyi,,12-0-0-0-0-10-0-0-0-0-3-0-0-0-0-9
565,60,8,RequestNewWinCondition(),Is there any other way to win the game?,Inform,Assume you demonstrate this win condition,Yiyan,5,5,Tianyi,,9-0-0-0-16-0-0-0-10-0-0-0-13-0-0-0
565,60,9,"Same, Confirm(User_ID=1, Height)","For the win board you just demostrated,  is this a win because of the heights of the pieces?",Affirm(),"Yes, you can win by having four pieces that are equally high.",Yiyan,5,5,Tianyi,,9-0-0-0-16-0-0-0-10-0-0-0-13-0-0-0
565,60,10,RequestNewWinCondition(),Could you please show me one more win scenario?,Inform,Assume you demonstrate this win condition,Yiyan,5,5,Tianyi,,14-0-0-0-10-0-0-0-16-0-0-0-4-0-0-0
565,60,11,RequestNewWinCondition(),Can you show me another way to win the game?,Inform,Assume you demonstrate this win condition,Yiyan,5,5,Tianyi,,5-0-0-0-0-2-0-0-0-0-6-0-0-0-0-7
565,60,12,RequestNewWinCondition(),Could you please show me one more win case?,Inform,Assume you demonstrate this win condition,Yiyan,5,5,Tianyi,,0-0-0-8-0-0-10-0-0-2-0-0-6-0-0-0
565,60,13,"Same, Confirm(User_ID=1, AddPiece(0,1))","For the win case you just showed, would it still be a win if I add a piece on the second position of the first row?",Affirm(),"Yes, it would still be a win.",Yiyan,5,5,Tianyi,,0-0-0-8-0-0-10-0-0-2-0-0-6-0-0-0
565,60,14,Finish(),"I think I know enough about Quarto, thank you very much.",Finish,You are welcome.,Yiyan,5,5,Tianyi,,0-0-0-8-0-0-10-0-0-2-0-0-6-0-0-0
