dialog_id,CooperativityRate,Turn Exchange,Formal System Query,NL System Query,Formal User Response,User Response,NL_Student,Correctness Rate,Naturalness Rate,Evaluator,Comments,Board
657,60,0,Start(),Hey! Can you show me how to play Quarto?,Start,"Yup, I'd love to.",Ruijie,5,5,Luke,,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
657,60,1,RequestNewWinCondition(),Can you show me what a win condition looks like?,Inform,Assume you demonstrate this win condition,Ruijie,5,5,Luke,,5-0-0-0-0-15-0-0-0-0-7-0-0-0-0-3
657,60,2,RequestNewWinCondition(),Can you give me a new win?,Inform,Assume you demonstrate this win condition,Ruijie,5,5,Luke,,0-9-0-0-0-7-0-0-0-15-0-0-0-1-0-0
657,60,3,RequestNewWinCondition(),Could you give me a win condition?,Inform,Assume you demonstrate this win condition,Ruijie,5,5,Luke,,0-0-0-1-0-0-11-0-0-4-0-0-10-0-0-0
657,60,4,"Same, Request(User_ID=1, Rotate)","For this board, can I rotate the pieces by some degrees and still have a win?
",Inform([90]),"Sure, you can rotate them by ninety degrees.
",Ruijie,4,5,Luke,,0-0-0-1-0-0-11-0-0-4-0-0-10-0-0-0
657,60,5,"Context Switch, Confirm(User_ID=1, Quantity)","Switch to this board, is it a win because of the number of pieces?
",Affirm(),Yes! ,Ruijie,4,5,Luke,,5-0-0-0-0-15-0-0-0-0-7-0-0-0-0-3
657,60,6,RequestNewWinCondition(),Can you give me a new win?,Inform,Assume you demonstrate this win condition,Ruijie,5,5,Luke,,0-0-0-0-0-0-0-0-0-0-0-0-11-1-5-3
657,60,7,RequestNewWinCondition(),What about another win?,Inform,Assume you demonstrate this win condition,Ruijie,5,5,Luke,,0-0-16-0-0-0-13-0-0-0-5-0-0-0-6-0
657,60,8,"Context Switch, Confirm(User_ID=1, Color)","Switch to this board, does the color of the pieces make it a win?",NotSure(),"Well, obviously, they are not even in the same color.",Ruijie,5,5,Luke,,0-0-0-1-0-0-11-0-0-4-0-0-10-0-0-0
657,60,9,"Same, Confirm(User_ID=1, Height)","Is it a win because the pieces are of the same height?
",Negate(),"No, that's unrelated.",Ruijie,5,5,Luke,,0-0-0-1-0-0-11-0-0-4-0-0-10-0-0-0
657,60,10,"Context Switch, Confirm(User_ID=1, Rotate(45))","Switch to this board, can I rotate the pieces by forty-five degrees?",Affirm(),"Yes, that's still a win.",Ruijie,4,5,Luke,,0-0-0-0-0-0-0-0-0-0-0-0-11-1-5-3
657,60,11,Finish(),Thanks! I think I got it!,Finish,"Ok, see you next time!",Ruijie,5,5,Luke,,0-0-0-0-0-0-0-0-0-0-0-0-11-1-5-3
